State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Himachal Pradesh",Kangra,Kangra(Baijnath),Ginger(Green),"Green Ginger",FAQ,14/08/2025,7000,8500,8000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Potato,Potato,FAQ,14/08/2025,1500,2300,2100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Cabbage,Cabbage,FAQ,14/08/2025,3000,3800,3400
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Colacasia,Colacasia,FAQ,14/08/2025,2800,3200,3000
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Banana,Amruthapani,Medium,14/08/2025,4000,4800,4500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Bitter gourd","Bitter Gourd",FAQ,14/08/2025,3000,4000,3500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Bottle gourd","Bottle Gourd",FAQ,14/08/2025,2000,3500,2800
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cabbage,Cabbage,FAQ,14/08/2025,2200,3000,2500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Carrot,Carrot,FAQ,14/08/2025,2200,2500,2300
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Colacasia,Colacasia,FAQ,14/08/2025,2200,2800,2500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Pomegranate,Other,Medium,14/08/2025,10000,12000,11000
"Himachal Pradesh",Kangra,Palampur,Cauliflower,Cauliflower,FAQ,14/08/2025,4000,5000,4500
"Himachal Pradesh",Kangra,Palampur,Coriander(Leaves),Coriander,FAQ,14/08/2025,15000,18000,16500
"Himachal Pradesh",Kangra,Palampur,Ginger(Green),Other,FAQ,14/08/2025,9500,10000,9700
"Himachal Pradesh",Kangra,Palampur,Lemon,Other,FAQ,14/08/2025,6500,7000,6700
"Himachal Pradesh",Kangra,Palampur,"Peas Wet",Other,FAQ,14/08/2025,11000,12000,11500
"Himachal Pradesh",Kullu,Bandrol,Apple,Golden,Medium,14/08/2025,1500,11400,6200
"Himachal Pradesh",Kullu,Bandrol,Garlic,Other,FAQ,14/08/2025,6000,10000,8000
"Himachal Pradesh",Mandi,Mandi(Mandi),"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,2800,3500,3000
"Himachal Pradesh",Mandi,Mandi(Mandi),Carrot,Carrot,FAQ,14/08/2025,2500,3000,2800
"Himachal Pradesh",Mandi,Mandi(Mandi),Colacasia,Colacasia,FAQ,14/08/2025,2000,3000,2500
"Himachal Pradesh",Mandi,Mandi(Mandi),Ginger(Green),"Green Ginger",FAQ,14/08/2025,5000,8000,7000
"Himachal Pradesh",Mandi,Mandi(Mandi),"Green Chilli",Other,FAQ,14/08/2025,6000,7000,6000
"Himachal Pradesh",Mandi,Mandi(Mandi),"Mousambi(Sweet Lime)",Mousambi,Medium,14/08/2025,4500,4500,4500
"Himachal Pradesh",Shimla,Rohroo,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,2800,3000,2900
"Himachal Pradesh",Shimla,Rohroo,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,3000,3500,3200
"Himachal Pradesh",Shimla,Rohroo,"Green Chilli","Green Chilly",FAQ,14/08/2025,8000,9000,8500
"Himachal Pradesh",Shimla,Rohroo,Lemon,Lemon,FAQ,14/08/2025,8000,9000,8500
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Nerwa)",Apple,"Royal Delicious",Medium,14/08/2025,2000,9000,6000
"Himachal Pradesh",Sirmore,Nahan,Banana,Other,Large,14/08/2025,3500,4000,3800
"Himachal Pradesh",Sirmore,Nahan,Coriander(Leaves),Other,FAQ,14/08/2025,5000,6000,5500
"Himachal Pradesh",Sirmore,Nahan,Cucumbar(Kheera),Other,FAQ,14/08/2025,2000,2500,2200
"Himachal Pradesh",Sirmore,Nahan,Ginger(Green),Other,FAQ,14/08/2025,10000,12000,11000
"Himachal Pradesh",Sirmore,"Paonta Sahib",Cabbage,Other,FAQ,14/08/2025,1500,2000,1800
"Himachal Pradesh",Sirmore,"Paonta Sahib",Capsicum,Other,FAQ,14/08/2025,5000,6000,5500
"Himachal Pradesh",Sirmore,"Paonta Sahib",Colacasia,Other,FAQ,14/08/2025,3000,3500,3200
"Himachal Pradesh",Sirmore,"Paonta Sahib",Papaya,Other,Large,14/08/2025,3000,4000,3500
"Himachal Pradesh",Solan,Solan,"Bitter gourd",Other,FAQ,14/08/2025,2800,3500,3200
"Himachal Pradesh",Solan,Solan,"Mousambi(Sweet Lime)",Other,Medium,14/08/2025,5000,5200,5000
"Himachal Pradesh",Solan,Solan,Onion,Other,FAQ,14/08/2025,2000,2200,2100
"Himachal Pradesh",Solan,Solan,Papaya,Other,Medium,14/08/2025,3000,3200,3000
"Himachal Pradesh",Solan,Solan(Nalagarh),Apple,Other,Medium,14/08/2025,5000,7000,6000
"Himachal Pradesh",Solan,Solan(Nalagarh),Potato,Other,FAQ,14/08/2025,1200,1500,1400
"Himachal Pradesh",Solan,Solan(Nalagarh),Pumpkin,Other,FAQ,14/08/2025,1500,2000,1800
"Himachal Pradesh",Solan,Solan(Nalagarh),Tomato,Other,FAQ,14/08/2025,4500,5000,4700
"Himachal Pradesh",Solan,Waknaghat,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,500,1000,1000
"Jammu and Kashmir",Anantnag,Kulgam,Pear(Marasebu),Other,Large,14/08/2025,3000,4600,4000
"Jammu and Kashmir",Jammu,Batote,Pomegranate,Other,Medium,14/08/2025,9000,9200,9100
"Jammu and Kashmir",Jammu,Batote,Raddish,Other,FAQ,14/08/2025,1400,1600,1500
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Brinjal,Other,FAQ,14/08/2025,1800,2200,2000
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","French Beans (Frasbean)","French Beans (Frasbean)",FAQ,14/08/2025,6000,7000,6500
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Lemon,Other,FAQ,14/08/2025,4000,4200,4100
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Mashrooms,Other,FAQ,14/08/2025,16000,16500,16250
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Pear(Marasebu),Other,Medium,14/08/2025,1800,2800,2300
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Potato,Potato,FAQ,14/08/2025,1000,1600,1300
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Ridgeguard(Tori),Other,FAQ,14/08/2025,2300,2500,2400
"Jammu and Kashmir",Kathua,Kathua,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,1000,1500,1250
"Jammu and Kashmir",Kathua,Kathua,"Bottle gourd",Other,FAQ,14/08/2025,700,800,750
"Jammu and Kashmir",Kathua,Kathua,Capsicum,Other,FAQ,14/08/2025,3000,3500,3250
"Jammu and Kashmir",Kathua,Kathua,Carrot,Other,FAQ,14/08/2025,2000,2500,2250
"Jammu and Kashmir",Kathua,Kathua,Ginger(Green),Other,FAQ,14/08/2025,7000,8000,7500
"Jammu and Kashmir",Kathua,Kathua,"Knool Khol",Other,FAQ,14/08/2025,3500,4000,3750
"Jammu and Kashmir",Kathua,Kathua,Mashrooms,Mashrooms,FAQ,14/08/2025,13000,14000,13500
"Jammu and Kashmir",Kathua,Kathua,Onion,Other,FAQ,14/08/2025,1200,1300,1250
"Jammu and Kashmir",Kathua,Kathua,Papaya,Other,Medium,14/08/2025,4000,4500,4250
"Jammu and Kashmir",Kathua,Kathua,Pear(Marasebu),Other,Medium,14/08/2025,4000,6000,5000
"Jammu and Kashmir",Kathua,Kathua,"Peas Wet",Other,FAQ,14/08/2025,7000,8000,7500
"Jammu and Kashmir",Kathua,Kathua,Plum,Other,Medium,14/08/2025,8000,9000,8500
"Jammu and Kashmir",Kathua,Kathua,Pomegranate,Other,Medium,14/08/2025,10000,15000,12500
"Jammu and Kashmir",Kathua,Kathua,Potato,Other,FAQ,14/08/2025,1200,1300,1250
"Jammu and Kashmir",Kathua,Kathua,Raddish,Other,FAQ,14/08/2025,3000,3500,3250
"Jammu and Kashmir",Kathua,Kathua,Spinach,Spinach,FAQ,14/08/2025,3500,4000,3750
"Jammu and Kashmir",Srinagar,Ganderbal,Apple,Other,Medium,14/08/2025,6000,7000,6500
"Jammu and Kashmir",Srinagar,Ganderbal,Pear(Marasebu),Pears,Medium,14/08/2025,3000,3600,3300
"Jammu and Kashmir",Srinagar,Parimpore,"French Beans (Frasbean)",Other,FAQ,14/08/2025,6500,7000,6750
"Jammu and Kashmir",Srinagar,Parimpore,Onion,Nasik,FAQ,14/08/2025,2200,2400,2300
Karnataka,Bangalore,Ramanagara,Alsandikai,Alsandikai,Local,14/08/2025,3400,3600,3500
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,Local,14/08/2025,1600,2400,2000
Karnataka,Bangalore,Ramanagara,Brinjal,Brinjal,Local,14/08/2025,2400,3600,3200
Karnataka,Bangalore,Ramanagara,Cauliflower,Cauliflower,Local,14/08/2025,1600,2400,2000
Karnataka,Bangalore,Ramanagara,"Sweet Pumpkin","Sweet Pumpkin",Local,14/08/2025,1000,1400,1200
Kerala,Alappuzha,Chengannur,Cabbage,Other,FAQ,14/08/2025,2900,3200,3000
Kerala,Alappuzha,Chengannur,Capsicum,Other,FAQ,14/08/2025,6800,7100,7000
Kerala,Alappuzha,Chengannur,Carrot,Other,FAQ,14/08/2025,6800,7100,7000
Kerala,Alappuzha,Chengannur,Drumstick,Other,FAQ,14/08/2025,2900,3200,3000
Kerala,Alappuzha,Chengannur,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,14/08/2025,0,0,6000
Kerala,Alappuzha,Chengannur,Potato,Potato,FAQ,14/08/2025,2900,3200,3000
Kerala,Alappuzha,Cherthala,"Bitter gourd",Other,FAQ,14/08/2025,4500,4700,4600
Kerala,Alappuzha,Cherthala,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,3200,3400,3300
Kerala,Alappuzha,Cherthala,Onion,Big,FAQ,14/08/2025,2500,2700,2600
Kerala,Alappuzha,Cherthala,Potato,Chips,FAQ,14/08/2025,4400,4600,4500
Kerala,Alappuzha,Harippad,Onion,Big,FAQ,14/08/2025,2500,3000,2500
Kerala,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,14/08/2025,2900,3100,3000
Kerala,Alappuzha,Kayamkulam,"Banana - Green",Other,FAQ,14/08/2025,1800,2000,1900
Kerala,Alappuzha,Kayamkulam,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,3400,3600,3500
Kerala,Alappuzha,Kayamkulam,Cabbage,Other,FAQ,14/08/2025,1500,1700,1600
Kerala,Alappuzha,Kayamkulam,Cucumbar(Kheera),Other,FAQ,14/08/2025,3400,3600,3500
Kerala,Alappuzha,Kayamkulam,Onion,Small,FAQ,14/08/2025,2100,2300,2200
Kerala,Alappuzha,Kayamkulam,Snakeguard,Other,FAQ,14/08/2025,3900,4100,4000
Kerala,Ernakulam,"Amalapuram  VFPCK",Banana,Palayamthodan,Large,14/08/2025,3100,3300,3200
Kerala,Ernakulam,Angamaly,Ashgourd,Ashgourd,FAQ,14/08/2025,3800,5000,4200
Kerala,Ernakulam,Angamaly,Colacasia,Other,FAQ,14/08/2025,4500,6500,5000
Kerala,Ernakulam,Angamaly,Cucumbar(Kheera),Other,FAQ,14/08/2025,4000,5000,4500
Kerala,Ernakulam,Angamaly,Onion,Big,FAQ,14/08/2025,3000,3600,3200
Kerala,Ernakulam,"North Paravur",Amaranthus,Amaranthus,FAQ,14/08/2025,1500,2500,2000
Kerala,Ernakulam,"North Paravur","Black pepper",Garbled,FAQ,14/08/2025,75000,95000,80000
Kerala,Ernakulam,"North Paravur",Coconut,Big,FAQ,14/08/2025,6600,7000,6800
Kerala,Ernakulam,"North Paravur",Colacasia,Colacasia,FAQ,14/08/2025,2000,2500,2200
Kerala,Ernakulam,"North Paravur","Green Chilli","Green Chilly",FAQ,14/08/2025,5500,6000,5800
Kerala,Ernakulam,"North Paravur","Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,14/08/2025,7000,8000,7500
Kerala,Ernakulam,"North Paravur",Snakeguard,Other,FAQ,14/08/2025,4500,5000,4800
Kerala,Ernakulam,Perumbavoor,"Bitter gourd","Bitter Gourd",FAQ,14/08/2025,3300,4300,3700
Kerala,Ernakulam,Perumbavoor,Brinjal,Brinjal,FAQ,14/08/2025,2400,3400,2700
Kerala,Ernakulam,Perumbavoor,Cabbage,Cabbage,FAQ,14/08/2025,2000,3000,2500
Kerala,Ernakulam,Perumbavoor,Carrot,Carrot,FAQ,14/08/2025,4500,5500,5000
Kerala,Ernakulam,Perumbavoor,Ginger(Green),"Green Ginger",FAQ,14/08/2025,6500,7500,7000
Kerala,Ernakulam,Perumbavoor,"Indian Beans (Seam)","Indian Beans (Seam)",FAQ,14/08/2025,4200,5200,4700
Kerala,Ernakulam,Perumbavoor,Pineapple,"Pine Apple",Medium,14/08/2025,4000,5000,4500
Kerala,Ernakulam,Thrippunithura,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,5300,6000,5500
Kerala,Ernakulam,Thrippunithura,"Bitter gourd","Bitter Gourd",FAQ,14/08/2025,6300,7000,6500
Kerala,Ernakulam,Thrippunithura,Cauliflower,Cauliflower,FAQ,14/08/2025,5000,6000,5200
Kerala,Ernakulam,Thrippunithura,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,4500,5200,4700
Kerala,Ernakulam,Thrippunithura,Drumstick,Drumstick,FAQ,14/08/2025,3200,4000,3400
Kerala,Ernakulam,Thrippunithura,Ginger(Green),"Green Ginger",FAQ,14/08/2025,10000,14000,11000
Kerala,Ernakulam,Thrippunithura,"Indian Beans (Seam)",Other,FAQ,14/08/2025,5300,6500,5500
Kerala,Ernakulam,Thrippunithura,Lemon,Other,FAQ,14/08/2025,7300,8000,7500
Kerala,Idukki,Thodupuzha,Apple,Other,Small,14/08/2025,6300,6500,6500
Kerala,Idukki,Thodupuzha,Arecanut(Betelnut/Supari),Other,FAQ,14/08/2025,25800,26000,26000
Kerala,Idukki,Thodupuzha,Banana,Poovan,Large,14/08/2025,7600,7800,7800
Kerala,Idukki,Thodupuzha,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,3200,3400,3400
Kerala,Idukki,Thodupuzha,Ginger(Green),Other,FAQ,14/08/2025,6300,6500,6500
Kerala,Idukki,Thodupuzha,"Little gourd (Kundru)",Other,FAQ,14/08/2025,5300,5500,5500
Kerala,Idukki,Thodupuzha,Nutmeg,Other,FAQ,14/08/2025,26800,27000,27000
Kerala,Idukki,Thodupuzha,Onion,Small,FAQ,14/08/2025,6300,6500,6500
Kerala,Idukki,Thodupuzha,Rubber,RSS-4,FAQ,14/08/2025,17800,18000,18000
Kerala,Idukki,Thodupuzha,Tomato,Other,FAQ,14/08/2025,4800,5000,5000
Kerala,Idukki,Thodupuzha,"Yam (Ratalu)",Other,FAQ,14/08/2025,5300,5500,5500
Kerala,Kannur,Kannur,"Coconut Oil",Other,FAQ,14/08/2025,33300,34500,34000
Kerala,Kannur,Kannur,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,2400,2600,2500
Kerala,Kannur,"MANGATTIDOM VFPCK",Banana,"Nendra Bale",Large,14/08/2025,5800,5800,5800
Kerala,Kannur,Payyannur,Banana,Other,Small,14/08/2025,4700,4900,4800
Kerala,Kannur,Payyannur,"Coconut Seed","Coconut Seed",FAQ,14/08/2025,5800,6000,5900
Kerala,Kannur,Payyannur,Pumpkin,Other,FAQ,14/08/2025,2100,2300,2200
Kerala,Kannur,Payyannur,Tapioca,Other,FAQ,14/08/2025,4000,4200,4100
Kerala,Kannur,Taliparamba,Banana,Other,Large,14/08/2025,5300,5500,5400
Kerala,Kannur,Taliparamba,Cucumbar(Kheera),Other,FAQ,14/08/2025,3400,3600,3500
Kerala,Kasargod,Manjeswaram,Arecanut(Betelnut/Supari),Other,FAQ,14/08/2025,48000,49000,48500
Kerala,Kasargod,Manjeswaram,Ashgourd,Ashgourd,FAQ,14/08/2025,2500,4000,3250
Kerala,Kasargod,Manjeswaram,Beetroot,Beetroot,FAQ,14/08/2025,4000,5000,4500
Kerala,Kasargod,Manjeswaram,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,3200,4000,3600
Kerala,Kasargod,Manjeswaram,Drumstick,Drumstick,FAQ,14/08/2025,5000,7000,6000
Kerala,Kasargod,Manjeswaram,"Little gourd (Kundru)",Other,FAQ,14/08/2025,6800,8000,7400
Kerala,Kasargod,Manjeswaram,Pumpkin,Pumpkin,FAQ,14/08/2025,1600,3000,2300
Kerala,Kasargod,Manjeswaram,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,14/08/2025,6600,8000,7300
Kerala,Kasargod,Manjeswaram,"Sweet Potato","Sweet Potato",FAQ,14/08/2025,2000,3000,2500
Kerala,Kasargod,Manjeswaram,Tapioca,Other,FAQ,14/08/2025,2500,4000,3250
Kerala,Kollam,Sasthamkotta,Colacasia,Other,FAQ,14/08/2025,5000,5500,5200
Kerala,Kollam,Sasthamkotta,Tomato,Other,FAQ,14/08/2025,3000,3500,3200
Kerala,Kottayam,Athirampuzha,"Bitter gourd","Bitter Gourd",FAQ,14/08/2025,6800,7000,6900
Kerala,Kottayam,Ettumanoor,Ashgourd,Other,FAQ,14/08/2025,3200,3400,3300
Kerala,Kottayam,Ettumanoor,Carrot,Carrot,FAQ,14/08/2025,6400,6800,6600
Kerala,Kottayam,Ettumanoor,"Cluster beans",Other,FAQ,14/08/2025,3200,3600,3400
Kerala,Kottayam,Ettumanoor,Colacasia,Other,FAQ,14/08/2025,6400,6800,6600
Kerala,Kottayam,Ettumanoor,"Green Chilli","Green Chilly",FAQ,14/08/2025,4600,5000,4800
Kerala,Kottayam,Ettumanoor,Pumpkin,Pumpkin,FAQ,14/08/2025,2400,2600,2500
Kerala,Kottayam,"Kattampak  VFPCK",Banana,"Nendra Bale",Medium,14/08/2025,5500,5800,5800
Kerala,Kottayam,Kottayam,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,4800,5200,5000
Kerala,Kottayam,Kottayam,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,14/08/2025,11000,11400,11200
Kerala,Kottayam,Kottayam,Tomato,Other,FAQ,14/08/2025,4800,5200,5000
Kerala,Kottayam,"Kuriem  VFPCK",Banana,"Nendra Bale",Medium,14/08/2025,6000,6000,6000
Kerala,Kottayam,Kuruppanthura,Cowpea(Veg),"Cowpea (Veg)",FAQ,14/08/2025,7000,8000,7200
Kerala,Kottayam,Kuruppanthura,Drumstick,Drumstick,FAQ,14/08/2025,3000,4000,3500
Kerala,Kottayam,Kuruppanthura,"Little gourd (Kundru)",Other,FAQ,14/08/2025,6000,7000,6500
Kerala,Kottayam,Kuruppanthura,Onion,Big,FAQ,14/08/2025,3000,3500,3500
Kerala,Kottayam,Kuruppanthura,Onion,Onion,FAQ,14/08/2025,5000,7000,6000
Kerala,Kottayam,Kuruppanthura,Tapioca,Tapioca,FAQ,14/08/2025,3000,4400,4000
Kerala,Kottayam,Kuruppanthura,Tomato,Tomato,FAQ,14/08/2025,5000,7000,6000
Kerala,Kottayam,Pala,Carrot,Carrot,FAQ,14/08/2025,6800,8000,7400
Kerala,Kottayam,Pala,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,5000,7000,6000
Kerala,Kottayam,Pala,"Little gourd (Kundru)",Other,FAQ,14/08/2025,5500,6000,5700
Kerala,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,14/08/2025,3000,4500,4000
Kerala,Kottayam,Pampady,Ashgourd,Other,FAQ,14/08/2025,2500,4000,3500
Kerala,Kottayam,Pampady,Banana,Palayamthodan,Medium,14/08/2025,3000,4500,4000
Kerala,Kottayam,Pampady,Brinjal,Brinjal,FAQ,14/08/2025,5000,6500,6000
Kerala,Kottayam,Pampady,Cabbage,Other,FAQ,14/08/2025,3200,4500,4000
Kerala,Kottayam,Pampady,Cauliflower,Other,FAQ,14/08/2025,4000,5500,5000
Kerala,Kottayam,Pampady,Cowpea(Veg),Other,FAQ,14/08/2025,7000,8500,8000
Kerala,Kottayam,Pampady,Cucumbar(Kheera),Other,FAQ,14/08/2025,4000,5500,5000
Kerala,Kottayam,Pampady,"Indian Beans (Seam)",Other,FAQ,14/08/2025,4300,5000,4500
Kerala,Kottayam,Pampady,Snakeguard,Other,FAQ,14/08/2025,5000,6500,6000
Kerala,Kottayam,Pampady,Tapioca,Tapioca,FAQ,14/08/2025,3000,3500,3200
Kerala,Kottayam,Thalayolaparambu,Ashgourd,Ashgourd,FAQ,14/08/2025,3200,3500,3300
Kerala,Kottayam,Thalayolaparambu,"Bitter gourd","Bitter Gourd",FAQ,14/08/2025,4500,5000,4700
Kerala,Kottayam,Thalayolaparambu,Cabbage,Cabbage,FAQ,14/08/2025,2500,3000,2800
Kerala,Kottayam,Thalayolaparambu,Cauliflower,Cauliflower,FAQ,14/08/2025,4000,4300,4100
Kerala,Kottayam,Thalayolaparambu,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,3200,3600,3400
Kerala,Kottayam,Thalayolaparambu,Onion,Big,FAQ,14/08/2025,2200,2500,2300
Kerala,Kottayam,Thalayolaparambu,Onion,Onion,FAQ,14/08/2025,4000,4400,4200
Kerala,Kozhikode(Calicut),Kallachi,Banana,"Nendra Bale",Medium,14/08/2025,5300,5700,5500
Kerala,Kozhikode(Calicut),Kallachi,Beetroot,Beetroot,FAQ,14/08/2025,4300,4700,4500
Kerala,Kozhikode(Calicut),Kallachi,Cabbage,Cabbage,FAQ,14/08/2025,2300,2700,2500
Kerala,Kozhikode(Calicut),Kallachi,"Green Chilli","Green Chilly",FAQ,14/08/2025,5300,5700,5500
Kerala,Kozhikode(Calicut),Mukkom,"Banana - Green","Banana - Green",FAQ,14/08/2025,4000,4300,4100
Kerala,Kozhikode(Calicut),Mukkom,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,4200,4500,4300
Kerala,Kozhikode(Calicut),Mukkom,Cowpea(Veg),"Cowpea (Veg)",FAQ,14/08/2025,6300,6700,6500
Kerala,Kozhikode(Calicut),Mukkom,Drumstick,Drumstick,FAQ,14/08/2025,3000,3200,3100
Kerala,Kozhikode(Calicut),Mukkom,Ginger(Green),"Green Ginger",FAQ,14/08/2025,8200,8500,8400
Kerala,Kozhikode(Calicut),Mukkom,Orange,Other,Large,14/08/2025,14000,15000,14500
Kerala,Kozhikode(Calicut),Mukkom,Potato,Other,FAQ,14/08/2025,2600,2800,2700
Kerala,Kozhikode(Calicut),Mukkom,Tomato,Tomato,FAQ,14/08/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Palayam,Ashgourd,Other,FAQ,14/08/2025,2600,2600,2600
Kerala,Kozhikode(Calicut),Palayam,"Bitter gourd","Bitter Gourd",FAQ,14/08/2025,4200,4200,4200
Kerala,Kozhikode(Calicut),Palayam,Cucumbar(Kheera),Other,FAQ,14/08/2025,2800,2800,2800
Kerala,Kozhikode(Calicut),Palayam,Raddish,Other,FAQ,14/08/2025,2500,2500,2500
Kerala,Kozhikode(Calicut),Perambra,Amphophalus,Amphophalus,FAQ,14/08/2025,5000,6000,5500
Kerala,Kozhikode(Calicut),Perambra,Carrot,Other,FAQ,14/08/2025,7000,8000,7500
Kerala,Kozhikode(Calicut),Quilandy,Amphophalus,Other,FAQ,14/08/2025,5800,6000,6000
Kerala,Kozhikode(Calicut),Quilandy,"Banana - Green",Other,FAQ,14/08/2025,4400,4500,4500
Kerala,Kozhikode(Calicut),Quilandy,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,3900,4200,4000
Kerala,Kozhikode(Calicut),Quilandy,"Bitter gourd",Other,FAQ,14/08/2025,5200,5500,5400
Kerala,Kozhikode(Calicut),Quilandy,Cowpea(Veg),Other,FAQ,14/08/2025,5800,6000,6000
Kerala,Kozhikode(Calicut),Quilandy,Snakeguard,Other,FAQ,14/08/2025,4400,4500,4400
Kerala,Kozhikode(Calicut),Quilandy,Tomato,Other,FAQ,14/08/2025,3000,3200,3000
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Ginger(Green),"Green Ginger",FAQ,14/08/2025,6000,6300,6300
Kerala,Malappuram,Manjeri,Banana,Other,Large,14/08/2025,4000,4100,4050
Kerala,Malappuram,Manjeri,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,3400,3500,3450
Kerala,Malappuram,Manjeri,Carrot,Other,FAQ,14/08/2025,6700,6800,6750
Kerala,Malappuram,Manjeri,Chikoos(Sapota),Other,Large,14/08/2025,5200,5300,5250
Kerala,Malappuram,Manjeri,Coconut,Other,FAQ,14/08/2025,5000,5100,5050
Kerala,Malappuram,Manjeri,Cowpea(Veg),Other,FAQ,14/08/2025,4800,4900,4850
Kerala,Malappuram,Manjeri,"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,14/08/2025,3900,4000,3950
Kerala,Malappuram,Manjeri,Lime,Lime,Large,14/08/2025,6900,7000,6950
Kerala,Malappuram,"VAZHAYUR VFPCK",Banana,"Nendra Bale",Large,14/08/2025,3600,3800,3700
Kerala,Palakad,Pattambi,"Bitter gourd",Other,FAQ,14/08/2025,4500,5000,4800
Kerala,Palakad,Pattambi,Brinjal,Other,FAQ,14/08/2025,3000,3500,3200
Kerala,Palakad,Pattambi,Cauliflower,Other,FAQ,14/08/2025,2000,2500,2200
Kerala,Palakad,Pattambi,Colacasia,Other,FAQ,14/08/2025,7000,7500,7200
Kerala,Palakad,Pattambi,"Elephant Yam (Suran)",Other,FAQ,14/08/2025,4500,5000,4800
Kerala,Palakad,Pattambi,Lime,Other,Large,14/08/2025,6000,7000,6500
Kerala,Palakad,Pattambi,Mango,Other,Medium,14/08/2025,9000,10000,9500
Kerala,Pathanamthitta,Kuttoor,"Coconut Oil","Copra Oil",FAQ,14/08/2025,41000,45000,43000
Kerala,Pathanamthitta,Kuttoor,"Elephant Yam (Suran)",Other,FAQ,14/08/2025,8600,9000,8800
Kerala,Pathanamthitta,Kuttoor,Rubber,Other,FAQ,14/08/2025,18100,18500,18300
Kerala,Thirssur,Chavakkad,"Bitter gourd",Other,FAQ,14/08/2025,6500,8000,8000
Kerala,Thirssur,Chavakkad,Brinjal,Other,FAQ,14/08/2025,2800,4000,4000
Kerala,Thirssur,Chavakkad,Ginger(Green),Other,FAQ,14/08/2025,6000,8000,8000
Kerala,Thirssur,Thrissur,"Cluster beans","Cluster Beans",FAQ,14/08/2025,5000,5000,5000
Kerala,Thirssur,Thrissur,Cowpea(Veg),"Cowpea (Veg)",FAQ,14/08/2025,2700,2700,2700
Kerala,Thirssur,Thrissur,Lemon,Other,FAQ,14/08/2025,4000,4000,4000
Kerala,Thirssur,Thrissur,Tomato,Tomato,FAQ,14/08/2025,4400,4400,4400
Kerala,Thiruvananthapuram,"Kovilnada  VFPCK",Banana,Robusta,Large,14/08/2025,2800,3000,2900
Kerala,Thiruvananthapuram,"Kovilnada  VFPCK","Long Melon(Kakri)","Long Melon (Kakri)",FAQ,14/08/2025,4800,5000,4900
Kerala,Thiruvananthapuram,"Kovilnada  VFPCK",Tapioca,Other,FAQ,14/08/2025,2300,2500,2400
Kerala,Thiruvananthapuram,Vamanapuram,Banana,Other,Medium,14/08/2025,6500,7000,7000
Kerala,Wayanad,Manathavady,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,1400,1500,1500
